"Lemma","LemmaSort","POS","PrincipalParts","ShortDefinition"
"ἀλλότριος","αλλοτριοσ","adj","ἀλλοτρία, ἀλλότριον","of; foreign, strange; stranger; hostile, unfavourably disposed; disinclined; alien, strange; abnormal; foreign to the purpose; unfavourably; strangely, marvellously; in a manner foreign to"
"ἀλλόφυλος","αλλοφυλοσ","adj","―, ―","of another tribe, foreign"
"ἄλλως","αλλωσ","adv",NA,"otherwise; besides; at all events, any how, εἴ πέρ γε καὶ ἄ. ἐθέλει; both otherwise and; otherwise than; far otherwise; otherwise than should be, at random, without aim or purpose"
"ἀλοάω","αλοαω","verb","―, ―, ―, ―, ―","tread, thresh; thresh, smite; crush, smash; drive round and round"
"ἄλογος","αλογοσ","adj","―, ἄλογον","without λόγος; speechless; lacking in eloquence; inexpressive; unreasoning, ἡδονή, ὄχλος; not according to reason, irrational, ἄ. δόξα; contrary to reason, absurd; without reckoning; not reckoned upon, unexpected; not counted, null and void; not having paid one's reckoning; incommensurable, περὶ ἀλόγων γραμμῶν; irrational"
"ἀλόη","αλοη","noun","ἀλόης","bitter aloes, Aloe vera; hepatic aloes, Aloe Perryi"
"ἁλυκός","αλυκοσ","adj","―, ἁλυκόν","salt"
"ἄλυπος","αλυποσ","adj","―, ―","without pain; causing no pain; herb terrible, Globularia Alypum"
"ἅλυσις","αλυσισ","noun","ἁλύσεως","chain; chains, bondage; link"
"ἀλυσιτελής","αλυσιτελησ","adj","―, ἀλυσιτελές","unprofitable; unfavourable"
"ἄλφα","αλφα","noun","―","alpha"
"Ἁλφαῖος","αλφαιοσ","noun","Ἁλφαίου","Alphaeus"
"ἅλων","αλων","noun","ἅλωνος","plantation"
"ἀλώπηξ","αλωπηξ","noun","ἀλώπεκος","fox, Canis vulpes; bat, Sciurus; muscles of the loins, psoas-muscles; mange; dance"
"ἅλωσις","αλωσισ","noun","ἁλώσεως","capture; taking, catching; conviction"
"ἅμα","αμα","adv",NA,"at once, at the same time; partly . . partly . . ; no sooner . . than . . ; as soon as; together, at once, both; at one and the same time; at the same time with, together with, ἅμ' ἠοῖ φαινομένηφι; together with"
"ἅμα","αμα","prep",NA,"at once, at the same time; partly . . partly . . ; no sooner . . than . . ; as soon as; together, at once, both; at one and the same time; at the same time with, together with, ἅμ' ἠοῖ φαινομένηφι; together with"
"ἀμαθής","αμαθησ","adj","―, ―","ignorant, stupid; unfeeling, inhuman; boorish; not heard of, unknown"
"ἀμαράντινος","αμαραντινοσ","adj","―, ―","of amaranth; unfading, imperishable, στέφανος"
"ἀμάραντος","αμαραντοσ","adj","ἀμάραντος, ―","unfading; amarantus), never-fading flower"
"ἁμαρτάνω","αμαρτανω","verb","ἁμαρτήσω, ―, ἡμάρτηκα, ―, ―","Acut. (Sp.); fail of one's purpose, go wrong; fail of having, be deprived of; fail to do, neglect; do wrong, err, sin; are frustrate; wrong, mistaken"
"ἁμάρτημα","αμαρτημα","noun","ἁμαρτήματος","failure, fault"
"ἁμαρτία","αμαρτια","noun","ἁμαρτίας","a failure, fault; guilt, sin"
"ἀμάρτυρος","αμαρτυροσ","adj","―, ―","without witness, unattested"
"ἁμαρτωλός","αμαρτωλοσ","adj","ἁμαρτωλός, ―","erroneous; of bad character; sinner"
"ἄμαχος","αμαχοσ","adj","―, ―","without battle; with whom no one fights, unconquerable; not having fought, taking no part in the battle; disinclined to fight, not contentious"
"ἀμάω","αμαω","verb","―, ―, ―, ―, ―","reap corn; cut; mow down; draw, gather"
"ἀμέθυστος","αμεθυστοσ","noun","―","not drunken, without drunkenness; not intoxicating; herb; amethyst; grape"
"ἀμελέω","αμελεω","verb","―, ―, ―, ―, ―","—have no care for, be neglectful of; to be careless, negligent; overlook; neglect; to be slighted, overlooked; careless"
"ἄμεμπτος","αμεμπτοσ","adj","ἄμεμπτος, ―","blameless, without reproach; perfect in its kind; not blaming, well content, ἄμεμπτόν τινα ποιεῖν"
"ἄμεμπτος","αμεμπτοσ","adv",NA,"blameless, without reproach; perfect in its kind; not blaming, well content, ἄμεμπτόν τινα ποιεῖν"
"ἀμέριμνος","αμεριμνοσ","adj","―, ―","free from care, unconcerned; uncared for; causing less care"
"ἀμετάθετος","αμεταθετοσ","adj","―, ἀμετάθετον","unalterable, immutable, κατάληψις; not inflected"
"ἀμετακίνητος","αμετακινητοσ","adj","―, ―","not to be moved from place to place, immovable"
"ἀμεταμέλητος","αμεταμελητοσ","adj","ἀμεταμέλητος, ἀμεταμέλητον","not to be repented of; having no opportunity of repentance; unrepentant, feeling no remorse"
"ἀμετανόητος","αμετανοητοσ","adj","ἀμετανόητος, ―","unrepentant"
"ἄμετρος","αμετροσ","adj","―, ἄμετρον","without; immoderate; neverceasing; disproportionate; without metre, prosaic"
"ἀμήν","αμην","intj",NA,"verily, of a truth, so be it"
"ἀμήν","αμην","ptcl",NA,"verily, of a truth, so be it"
"ἀμήτωρ","αμητωρ","adj","―, ―","motherless; that is no mother, unmotherly"
"ἀμίαντος","αμιαντοσ","adj","ἀμίαντος, ―","undefiled, pure; not to be defiled; asbestos"
"Ἀμιναδάβ","αμιναδαβ","noun","Ἀμιναδάβ","Amminadab"
"ἄμμος","αμμοσ","noun","ἄμμου","sand; sandy ground, racecourse"
"ἀμνός","αμνοσ","noun","ἀμνοῦ","lamb"
"ἀμοιβή","αμοιβη","noun","ἀμοιβῆς","requital, recompense; repayment, compensation; that which is given in exchange; answer; change, exchange; change, alternation; transformation"
"ἄμπελος","αμπελοσ","noun","ἀμπέλου","grape-vine, Vitis vinifera; wild vine, Vitis silvestris; bryony, Bryonia cretica; black bryony, Tamus communis; wrack, Fucus volubilis; vineyard; engine for protecting besiegers, mantlet; *Deff"
"ἀμπελουργός","αμπελουργοσ","noun","ἀμπελουργοῦ","vine-dresser"
"ἀμπελών","αμπελων","noun","ἀμπελῶνος","vineyard"
"Ἀμπλιᾶτος","αμπλιατοσ","noun","Ἀμπλιάτου","Ampliatus"
"ἀμύνω","αμυνω","verb","―, ―, ―, ―, ―","keep off, ward off; to be kept off; he kept; succour, χεῖρεςἀμύνειν; requite, repay; keep; defend oneself, act in self-defence; avenge oneself on; are warded off"
"ἀμφιάζω","αμφιαζω","verb","―, ―, ―, ―, ―","clothe, τινά"
"ἀμφιβάλλω","αμφιβαλλω","verb","―, ―, ―, ―, ―","throw; put them on; over; is cast (like a net) over; encompass, embrace; encompass, beset; fish; force, move round, τὸ ἄρθρον; doubt; go; to be doubtful; change"
"ἀμφίβληστρον","αμφιβληστρον","noun","ἀμφιβλήστρου","anything thrown round; casting-net; the garment thrown like a net over; fetter, bond; encircling"
"ἀμφιέννυμι","αμφιεννυμι","verb","―, ―, ―, ἠμφίεσμαι, ―","put round; clothe; put on oneself, dress oneself in"
"Ἀμφίπολις","αμφιπολισ","noun","Ἀμφιπόλεως","Amphipolis"
"ἄμφοδον","αμφοδον","noun","ἀμφόδου","street; block of houses surrounded by streets"
"ἀμφότερος","αμφοτεροσ","adj","―, ἀμφότερον","either; both together; on both sides; all together"
"ἀμώμητος","αμωμητοσ","adj","―, ―","blameless"
"ἄμωμον","αμωμον","noun","ἀμώμου","Nepaul cardamom, Amomum subulatum"
"ἄμωμος","αμωμοσ","adj","ἄμωμος, ἄμωμον","blameless; unblemished; unimpaired, perfect"
"Ἀμώς","αμωσ","noun","Ἀμώς","Amos"
"ἄν","αν","ptcl",NA,"he came, ἦλθεν ἄν; would be; would have; would have been likely to happen; had; will likely be; V A; I will; might perhaps; would; may; where; might; oratio obliqua; a condilion fulfilled whenever an opportumty offered;; should"
"ἀνά","ανα","adv",NA,"on board; on, upon; motion upwards; up, from bottom to top, up along; up and down, throughout; continually in; throughout, ἀνὰ νύκτα; distributively, ἀνὰ πᾶσαν ἡμέραν; at; up to; thereupon; up to, upwards, up; increase; throughout; back, backwards; up! arise!; and up stood . . arose"
"ἀνά","ανα","prep",NA,"on board; on, upon; motion upwards; up, from bottom to top, up along; up and down, throughout; continually in; throughout, ἀνὰ νύκτα; distributively, ἀνὰ πᾶσαν ἡμέραν; at; up to; thereupon; up to, upwards, up; increase; throughout; back, backwards; up! arise!; and up stood . . arose"
"ἀναβαθμός","αναβαθμοσ","noun","ἀναβαθμοῦ","flight of steps, stair"
"ἀναβαίνω","αναβαινω","verb","ἀναβήσομαι, ―, ἀναβέβηκα, ―, ―","go up, mount; mount; go up; ascend; rise; shoot up; mount the tribune, rise to speak; mount, cover; older; ascend to higher knowledge; surpass; come to an end, turn out; enter; come to, pass over to; return to the beginning; make to go up"
"ἀναβάλλω","αναβαλλω","verb","―, ―, ―, ―, ―","throw up; put on; cast up; cause to spring up; lay; lift, remove; to be lifted up; put back, put off; slow, measured; diffuse; put on, ἀ. τὸ Κρητικόν; run; strike up, begin to play; put off, delay; throw off oneself; throw one's cloak up; risk; to be wroth"
"ἀναβιβάζω","αναβιβαζω","verb","―, ―, ―, ―, ―","make to go up, cause to mount, ἐπὶ τὴν πυρήν, ἐπὶ πύργον; mount; draw; have; bring up; bring upon; raise; promote, advance; throw back; lower, moderate; ascending"
"ἀναβλέπω","αναβλεπω","verb","―, ―, ―, ―, ―","look up; look up at; cast up; recover one's sight; open one's eyes; revive"
"ἀνάβλεψις","αναβλεψισ","noun","ἀναβλέψεως","looking up, seeing; recovery of sight"
"ἀναβοάω","αναβοαω","verb","―, ―, ―, ―, ―","cry, shout aloud; bewail, lament; call on, συμμάχους; cry up, extol"
"ἀναβολή","αναβολη","noun","ἀναβολῆς","that which is thrown up, mound of earth, bank; that which is thrown back over the shoulder, mantle; striking up, prelude; putting off, delaying; deferred payment; reference, appeal; lifting; going up, ascent, way up; bubbling up"
"ἀνάγαιον","αναγαιον","noun","ἀναγαίου","the upper floor of a house"
"ἀναγγέλλω","αναγγελλω","verb","ἀναγγελῶ, ἀναγγελήσομαι, ―, ―, ἀναγγελήσομαι","carry back tidings of, report; proclaim"
"ἀναγεννάω","αναγενναω","verb","―, ―, ―, ἀναγεγέννημαι, ―","beget anew, regenerate; arouse afresh"
"ἀναγινώσκω","αναγινωσκω","verb","―, ἀναγνωσθήσομαι, ―, ―, ἀναγνωσθήσομαι","know well, know certainly; perceive; know again, recognize; know; induce"
"ἀναγκάζω","αναγκαζω","verb","―, ἀναγκασθήσομαι, ―, ―, ἀναγκασθήσομαι","force, compel; constrain; carry through by force; contend that; apply compulsion; use force"
"ἀναγκαῖος","αναγκαιοσ","adj","ἀναγκαία, ἀναγκαῖον","of, with; constraining, applying force, μῦθοςἀ; forcible, cogent; constrained, forced; necessary; necessaries of life; things necessary to be done; indispensable; connected by necessary; efficacious; costly; of necessity, perforce, ἀ. ἔχει; in a narrow sense; strictly; privy"
"ἀναγκαστός","αναγκαστοσ","adv",NA,"forced, constrained"
"ἀνάγκη","αναγκη","noun","ἀνάγκης","force, constraint, necessity; necessity; natural need; lie; fate, destiny; compulsion; violence, punishment; duress, 'force majeure'; treatment by mechanical force; bodily pain, anguish; tie of blood, kindred"
"ἀναγνωρίζω","αναγνωριζω","verb","―, ἀναγνωρισθήσομαι, ―, ―, ἀναγνωρισθήσομαι","recognize; reveal oneself, make oneself known; cause to recognize, reveal oneself to"
"ἀνάγνωσις","αναγνωσισ","noun","ἀναγνώσεως","recognition; reading; reading aloud; persuasion"
"ἀνάγω","αναγω","verb","―, ἀναχθήσομαι, ―, ―, ἀναχθήσομαι","lead up; lead up to the high sea, carry by sea; take up; bring up; conduct; lift up, raise; lift up; raise; expectorants; paid; train, rear; bring back; carry back, refer; refer; reduce; return; refer a claimant; rebuild; restore to its original shape; reckon, calculate; withdraw; put out to sea, set sail; put to sea; ascend"
"ἀναδείκνυμι","αναδεικνυμι","verb","―, ―, ―, ―, ―","lift up and show, exhibit, display, πύλαςἀναδεικνύναι; notify; dedicate; declare"
"ἀνάδειξις","αναδειξισ","noun","ἀναδείξεως","showing forth; ceremony; declaration; manifestation"
"ἀναδέχομαι","αναδεχομαι","verb","―, ―, ―, ―, ―","take up, catch, receive, σάκοςδ' ἀνεδέξατο πολλά; receive, entertain; take upon oneself, submit to, ἀνεδε<*>γμεθ' ὀϊζύν; accept, receive; admit of; undertake; give security to one; take back; experience, suffer, πάθος ταραχάς; wait for"
